dates,RPI,UNRATE,PAYEMS,WPSFD49207,PCEPI,GS5,GS10,BAAFFM
NaN,5,1,5,5,5,1,1,1
NaN,0,0,0,0,0,0,0,0
715570,7.71732932280536,5.6,7.40196477574955,0,0.820155985823234,3.99,3.99,2.05
715601,7.79776546336635,5.2,6.92906425141615,0,2.38272602484546,4.12,4.12,1.9
715631,6.99153139503821,5.1,5.14265648453431,3.60902527674583,0.594942996817061,4.35,4.31,2.06
715662,3.72959665022528,5,2.93198940986912,-3.60902527674583,3.4152098780492,4.5,4.34,1.65
715692,-0.702647787885269,5.1,2.74643093322311,-3.61991224731089,2.5180531365077,4.58,4.4,1.61
715723,-6.83431957116447,5.2,-10.4835462366914,-3.63086509984463,1.77427336414162,4.57,4.43,1.59
715754,0.945980236496169,5.5,2.06811335891928,14.4580062194091,3.09867986506589,4.9,4.68,1.42
715784,1.46768838118554,5.7,-1.57324016315954,-10.8271411195645,2.9437031810696,4.72,4.53,1.3
715815,9.11538914348746,5.8,6.19113082585514,-3.63086509984463,0.734798871774345,4.75,4.53,1.26
715845,12.2361778026043,5.3,12.0214718635509,0,1.39487948164518,5.01,4.69,1.29
715876,3.83144789003751,5.2,2.21304282256654,3.63086509984463,-0.660530275691151,4.92,4.72,1.35
715907,1.3737303308833,4.8,5.27269731539306,0,1.24736322338475,4.69,4.49,1.37
715936,2.29170664291161,5.4,-1.29947611513117,10.8271411195645,0.659844220077765,4.31,4.25,1.41
715967,4.1109809881366,5.2,7.88530023026155,0,4.38971346725445,4.29,4.28,1.28
715997,2.88345403864092,5.1,-7.42261352034532,0,1.24083828458268,4.49,4.35,1.43
716028,0.947152067615775,5.4,-2.80087976232934,0,0.510560712761965,4.12,4.15,1.94
716058,2.19856684696325,5.5,-0.927715546785635,3.58744661803954,2.11286900764609,3.79,3.9,1.99
716089,-1.94857984187848,5.6,-0.751533484380928,-3.58744661803954,2.03648754858818,3.62,3.8,2.1
716120,1.5291601786533,5.5,-0.995400936345447,0,0.726480225602977,3.61,3.8,2.41
716150,3.54435227936385,6.1,-1.88245754629719,10.7303248507939,1.37910192103305,3.76,3.89,2.64
716181,-5.15294193635043,6.1,-4.01839362394938,0,4.05552588784985,3.81,3.93,2.64
716211,-5.48398223213624,6.6,-4.8800936313981,-3.5661244669889,0.216874002819267,3.67,3.84,3.12
716242,10.7067089754235,6.6,-1.31812905969184,0,0.216834814624178,3.67,3.84,3.65
716273,4.58248077786649,6.9,-2.81984463960967,3.5661244669889,1.15579108381176,3.66,3.78,2.53
716301,4.94772444794194,6.9,2.28324199609773,-3.5661244669889,-0.72223896251824,3.6,3.74,3
716332,2.60256035716466,7,-0.715843654134574,-7.16420038380505,-0.722673915247007,3.57,3.78,3.52
716362,9.29853670856069,7.1,3.55264519862715,-3.59820359550778,0.65042610523669,3.47,3.71,3.03
716393,11.2469659501794,6.9,4.25378358074084,0,0.57786072265813,3.81,3.88,3.3
716423,3.41995395403352,7,3.24144507916557,0,2.59693518846849,3.84,3.92,3.92
716454,0.662970850546429,6.6,3.87379165231323,3.59820359550778,1.0084034206864,3.96,4.04,3.11
716485,1.47175823419694,6.7,1.98737693328468,-3.59820359550778,1.3671935038122,3.9,3.98,3.24
716515,11.7626348921608,6.5,2.95289837739077,0,-0.0719187318546588,3.8,3.92,2.87
716546,10.6899803510284,6.1,4.83233922900297,3.59820359550778,0.0719187318546588,3.82,3.94,2.5
